Plant #,Treatment,Germinant #,Germination Day,Block
73,FL->NC,16,0,11
73,FL->NC,17,0,11
73,FL->NC,18,0,11
73,FL->NC,19,0,11
73,FL->NC,20,0,11
74,CON->NC,1,0,15
74,CON->NC,2,0,15
74,CON->NC,3,0,15
74,CON->NC,4,0,15
74,CON->NC,5,0,15
74,CON->NC,6,0,15
74,CON->NC,7,0,15
74,CON->NC,8,0,15
74,CON->NC,9,0,15
74,CON->NC,10,0,15
74,CON->NC,11,0,15
74,CON->NC,12,0,15
74,CON->NC,13,0,15
74,CON->NC,14,0,15
74,CON->NC,15,0,15
74,CON->NC,16,0,15
74,CON->NC,17,26,15
74,CON->NC,18,0,15
74,CON->NC,19,0,15
74,CON->NC,20,0,15
75,CON->FL,1,0,14
75,CON->FL,2,0,14
75,CON->FL,3,0,14
75,CON->FL,4,0,14
75,CON->FL,5,19,14
75,CON->FL,6,0,14
75,CON->FL,7,0,14
75,CON->FL,8,0,14
75,CON->FL,9,0,14
75,CON->FL,10,0,14
75,CON->FL,11,0,14
75,CON->FL,12,0,14
75,CON->FL,13,27,14
75,CON->FL,14,0,14
75,CON->FL,15,0,14
75,CON->FL,16,0,14
75,CON->FL,17,0,14
75,CON->FL,18,0,14
75,CON->FL,19,0,14
75,CON->FL,20,0,14
76,NC->FL,1,14,14
76,NC->FL,2,0,14
76,NC->FL,3,0,14
76,NC->FL,4,0,14
76,NC->FL,5,0,14
76,NC->FL,6,0,14
76,NC->FL,7,14,14
76,NC->FL,8,0,14
76,NC->FL,9,0,14
76,NC->FL,10,0,14
76,NC->FL,11,0,14
76,NC->FL,12,0,14
76,NC->FL,13,0,14
76,NC->FL,14,0,14
76,NC->FL,15,0,14
76,NC->FL,16,0,14
76,NC->FL,17,0,14
76,NC->FL,18,0,14
76,NC->FL,19,0,14
76,NC->FL,20,0,14
77,NC->NC,1,0,11
77,NC->NC,2,0,11
77,NC->NC,3,0,11
77,NC->NC,4,0,11
77,NC->NC,5,26,11
77,NC->NC,6,0,11
77,NC->NC,7,0,11
77,NC->NC,8,0,11
77,NC->NC,9,0,11
77,NC->NC,10,0,11
77,NC->NC,11,0,11
77,NC->NC,12,0,11
77,NC->NC,13,0,11
77,NC->NC,14,0,11
77,NC->NC,15,0,11
77,NC->NC,16,0,11
77,NC->NC,17,0,11
77,NC->NC,18,0,11
77,NC->NC,19,24,11
77,NC->NC,20,0,11
78,NC->NC,1,13,12
78,NC->NC,2,0,12
78,NC->NC,3,0,12
78,NC->NC,4,0,12
78,NC->NC,5,22,12
78,NC->NC,6,0,12
78,NC->NC,7,0,12
78,NC->NC,8,0,12
78,NC->NC,9,13,12
78,NC->NC,10,0,12
78,NC->NC,11,22,12
78,NC->NC,12,0,12
78,NC->NC,13,33,12
78,NC->NC,14,0,12
78,NC->NC,15,26,12
78,NC->NC,16,0,12
78,NC->NC,17,0,12
78,NC->NC,18,0,12
78,NC->NC,19,0,12
78,NC->NC,20,0,12
79,NC->FL,1,14,15
79,NC->FL,2,0,15
79,NC->FL,3,29,15
79,NC->FL,4,0,15
79,NC->FL,5,0,15
79,NC->FL,6,0,15
79,NC->FL,7,0,15
79,NC->FL,8,0,15
79,NC->FL,9,0,15
79,NC->FL,10,0,15
79,NC->FL,11,0,15
79,NC->FL,12,0,15
79,NC->FL,13,0,15
79,NC->FL,14,0,15
79,NC->FL,15,0,15
79,NC->FL,16,0,15
79,NC->FL,17,0,15
79,NC->FL,18,0,15
79,NC->FL,19,0,15
79,NC->FL,20,0,15
80,FL->FL,1,37,13
80,FL->FL,2,0,13
80,FL->FL,3,0,13
80,FL->FL,4,0,13
80,FL->FL,5,14,13
80,FL->FL,6,0,13
80,FL->FL,7,0,13
80,FL->FL,8,0,13
80,FL->FL,9,0,13
80,FL->FL,10,0,13
80,FL->FL,11,0,13
80,FL->FL,12,0,13
80,FL->FL,13,0,13
80,FL->FL,14,0,13
80,FL->FL,15,12,13
80,FL->FL,16,0,13
80,FL->FL,17,0,13
80,FL->FL,18,0,13
80,FL->FL,19,0,13
80,FL->FL,20,0,13
81,CON->NC,1,32,16
81,CON->NC,2,0,16
81,CON->NC,3,36,16
81,CON->NC,4,0,16
81,CON->NC,5,13,16
81,CON->NC,6,25,16
81,CON->NC,7,0,16
81,CON->NC,8,0,16
81,CON->NC,9,0,16
81,CON->NC,10,0,16
81,CON->NC,11,0,16
81,CON->NC,12,0,16
81,CON->NC,13,12,16
81,CON->NC,14,0,16
81,CON->NC,15,0,16
81,CON->NC,16,0,16
81,CON->NC,17,0,16
81,CON->NC,18,0,16
81,CON->NC,19,0,16
81,CON->NC,20,0,16
82,NC->NC,1,0,13
82,NC->NC,2,0,13
82,NC->NC,3,0,13
82,NC->NC,4,0,13
82,NC->NC,5,0,13
82,NC->NC,6,0,13
82,NC->NC,7,0,13
82,NC->NC,8,0,13
82,NC->NC,9,0,13
82,NC->NC,10,0,13
82,NC->NC,11,0,13
82,NC->NC,12,0,13
82,NC->NC,13,0,13
82,NC->NC,14,0,13
82,NC->NC,15,34,13
82,NC->NC,16,0,13
82,NC->NC,17,0,13
82,NC->NC,18,0,13
82,NC->NC,19,0,13
82,NC->NC,20,0,13
83,FL->FL,1,0,14
83,FL->FL,2,0,14
83,FL->FL,3,0,14
83,FL->FL,4,0,14
83,FL->FL,5,0,14
83,FL->FL,6,0,14
83,FL->FL,7,0,14
83,FL->FL,8,0,14
83,FL->FL,9,0,14
83,FL->FL,10,0,14
83,FL->FL,11,0,14
83,FL->FL,12,0,14
83,FL->FL,13,0,14
83,FL->FL,14,0,14
83,FL->FL,15,0,14
83,FL->FL,16,0,14
83,FL->FL,17,0,14
83,FL->FL,18,0,14
83,FL->FL,19,0,14
83,FL->FL,20,0,14
84,NC->NC,1,0,14
84,NC->NC,2,0,14
84,NC->NC,3,0,14
84,NC->NC,4,0,14
84,NC->NC,5,0,14
84,NC->NC,6,0,14
84,NC->NC,7,0,14
84,NC->NC,8,0,14
84,NC->NC,9,0,14
84,NC->NC,10,0,14
84,NC->NC,11,0,14
84,NC->NC,12,0,14
84,NC->NC,13,0,14
84,NC->NC,14,0,14
84,NC->NC,15,0,14
84,NC->NC,16,0,14
84,NC->NC,17,0,14
84,NC->NC,18,0,14
84,NC->NC,19,0,14
84,NC->NC,20,0,14
85,FL->NC,1,0,12
85,FL->NC,2,0,12
85,FL->NC,3,0,12
85,FL->NC,4,0,12
85,FL->NC,5,22,12
85,FL->NC,6,0,12
85,FL->NC,7,0,12
85,FL->NC,8,0,12
85,FL->NC,9,0,12
85,FL->NC,10,0,12
85,FL->NC,11,27,12
85,FL->NC,12,0,12
85,FL->NC,13,0,12
85,FL->NC,14,0,12
85,FL->NC,15,0,12
85,FL->NC,16,0,12
85,FL->NC,17,0,12
85,FL->NC,18,0,12
85,FL->NC,19,0,12
85,FL->NC,20,0,12
86,NC->FL,1,0,16
86,NC->FL,2,0,16
86,NC->FL,3,0,16
86,NC->FL,4,0,16
86,NC->FL,5,0,16
86,NC->FL,6,0,16
86,NC->FL,7,0,16
86,NC->FL,8,0,16
86,NC->FL,9,0,16
86,NC->FL,10,0,16
86,NC->FL,11,0,16
86,NC->FL,12,0,16
86,NC->FL,13,0,16
86,NC->FL,14,0,16
86,NC->FL,15,0,16
86,NC->FL,16,0,16
86,NC->FL,17,0,16
86,NC->FL,18,0,16
86,NC->FL,19,0,16
86,NC->FL,20,0,16
87,CON->NC,1,0,17
87,CON->NC,2,0,17
87,CON->NC,3,0,17
87,CON->NC,4,0,17
87,CON->NC,5,22,17
87,CON->NC,6,0,17
87,CON->NC,7,0,17
87,CON->NC,8,0,17
87,CON->NC,9,0,17
87,CON->NC,10,0,17
87,CON->NC,11,0,17
87,CON->NC,12,0,17
87,CON->NC,13,13,17
87,CON->NC,14,0,17
87,CON->NC,15,26,17
87,CON->NC,16,0,17
87,CON->NC,17,0,17
87,CON->NC,18,0,17
87,CON->NC,19,0,17
87,CON->NC,20,0,17
88,FL->NC,1,19,13
88,FL->NC,2,0,13
88,FL->NC,3,19,13
88,FL->NC,4,0,13
88,FL->NC,5,32,13
88,FL->NC,6,0,13
88,FL->NC,7,0,13
88,FL->NC,8,0,13
88,FL->NC,9,20,13
88,FL->NC,10,0,13
88,FL->NC,11,20,13
88,FL->NC,12,0,13
88,FL->NC,13,0,13
88,FL->NC,14,0,13
88,FL->NC,15,20,13
88,FL->NC,16,0,13
88,FL->NC,17,0,13
88,FL->NC,18,0,13
88,FL->NC,19,0,13
88,FL->NC,20,0,13
89,NC->FL,1,0,17
89,NC->FL,2,0,17
89,NC->FL,3,0,17
89,NC->FL,4,0,17
89,NC->FL,5,0,17
89,NC->FL,6,0,17
89,NC->FL,7,20,17
89,NC->FL,8,0,17
89,NC->FL,9,0,17
89,NC->FL,10,0,17
89,NC->FL,11,0,17
89,NC->FL,12,0,17
89,NC->FL,13,0,17
89,NC->FL,14,0,17
89,NC->FL,15,0,17
89,NC->FL,16,0,17
89,NC->FL,17,13,17
89,NC->FL,18,0,17
89,NC->FL,19,0,17
89,NC->FL,20,0,17
90,NC->NC,1,0,15
90,NC->NC,2,0,15
90,NC->NC,3,0,15
90,NC->NC,4,0,15
90,NC->NC,5,0,15
90,NC->NC,6,0,15
90,NC->NC,7,0,15
90,NC->NC,8,0,15
90,NC->NC,9,22,15
90,NC->NC,10,0,15
90,NC->NC,11,34,15
90,NC->NC,12,0,15
90,NC->NC,13,20,15
90,NC->NC,14,0,15
90,NC->NC,15,0,15
90,NC->NC,16,0,15
90,NC->NC,17,0,15
90,NC->NC,18,0,15
90,NC->NC,19,0,15
90,NC->NC,20,0,15
91,FL->FL,1,0,15
91,FL->FL,2,0,15
91,FL->FL,3,27,15
91,FL->FL,4,0,15
91,FL->FL,5,0,15
91,FL->FL,6,0,15
91,FL->FL,7,0,15
91,FL->FL,8,0,15
91,FL->FL,9,0,15
91,FL->FL,10,0,15
91,FL->FL,11,0,15
91,FL->FL,12,0,15
91,FL->FL,13,0,15
91,FL->FL,14,0,15
91,FL->FL,15,12,15
91,FL->FL,16,14,15
91,FL->FL,17,0,15
91,FL->FL,18,0,15
91,FL->FL,19,14,15
91,FL->FL,20,0,15
92,NC->FL,1,0,18
92,NC->FL,2,0,18
92,NC->FL,3,0,18
92,NC->FL,4,0,18
92,NC->FL,5,0,18
92,NC->FL,6,0,18
92,NC->FL,7,0,18
92,NC->FL,8,0,18
92,NC->FL,9,0,18
92,NC->FL,10,0,18
92,NC->FL,11,22,18
92,NC->FL,12,0,18
92,NC->FL,13,0,18
92,NC->FL,14,0,18
92,NC->FL,15,0,18
92,NC->FL,16,0,18
92,NC->FL,17,0,18
92,NC->FL,18,0,18
92,NC->FL,19,0,18
92,NC->FL,20,0,18
93,FL->FL,1,0,16
93,FL->FL,2,0,16
93,FL->FL,3,0,16
93,FL->FL,4,0,16
93,FL->FL,5,0,16
93,FL->FL,6,0,16
93,FL->FL,7,0,16
93,FL->FL,8,0,16
93,FL->FL,9,0,16
93,FL->FL,10,0,16
93,FL->FL,11,0,16
93,FL->FL,12,0,16
93,FL->FL,13,0,16
93,FL->FL,14,0,16
93,FL->FL,15,0,16
93,FL->FL,16,0,16
93,FL->FL,17,0,16
93,FL->FL,18,0,16
93,FL->FL,19,12,16
93,FL->FL,20,0,16
94,FL->NC,1,33,14
94,FL->NC,2,0,14
94,FL->NC,3,0,14
94,FL->NC,4,0,14
94,FL->NC,5,32,14
94,FL->NC,6,0,14
94,FL->NC,7,20,14
94,FL->NC,8,0,14
94,FL->NC,9,0,14
94,FL->NC,10,0,14
94,FL->NC,11,0,14
94,FL->NC,12,0,14
94,FL->NC,13,0,14
94,FL->NC,14,0,14
94,FL->NC,15,0,14
94,FL->NC,16,0,14
94,FL->NC,17,0,14
94,FL->NC,18,0,14
94,FL->NC,19,0,14
94,FL->NC,20,0,14
95,FL->NC,1,0,15
95,FL->NC,2,0,15
95,FL->NC,3,25,15
95,FL->NC,4,0,15
95,FL->NC,5,0,15
95,FL->NC,6,0,15
95,FL->NC,7,31,15
95,FL->NC,8,0,15
95,FL->NC,9,0,15
95,FL->NC,10,0,15
95,FL->NC,11,0,15
95,FL->NC,12,0,15
95,FL->NC,13,0,15
95,FL->NC,14,0,15
95,FL->NC,15,0,15
95,FL->NC,16,0,15
95,FL->NC,17,0,15
95,FL->NC,18,0,15
95,FL->NC,19,13,15
95,FL->NC,20,19,15
96,NC->NC,1,0,16
96,NC->NC,2,0,16
96,NC->NC,3,0,16
96,NC->NC,4,0,16
96,NC->NC,5,0,16
96,NC->NC,6,0,16
96,NC->NC,7,30,16
96,NC->NC,8,0,16
96,NC->NC,9,26,16
96,NC->NC,10,0,16
96,NC->NC,11,0,16
96,NC->NC,12,0,16
96,NC->NC,13,0,16
96,NC->NC,14,0,16
96,NC->NC,15,0,16
96,NC->NC,16,0,16
96,NC->NC,17,0,16
96,NC->NC,18,0,16
96,NC->NC,19,0,16
96,NC->NC,20,0,16
97,CON->FL,1,0,15
97,CON->FL,2,0,15
97,CON->FL,3,34,15
97,CON->FL,4,0,15
97,CON->FL,5,0,15
97,CON->FL,6,0,15
97,CON->FL,7,0,15
97,CON->FL,8,0,15
97,CON->FL,9,0,15
97,CON->FL,10,0,15
97,CON->FL,11,13,15
97,CON->FL,12,0,15
97,CON->FL,13,0,15
97,CON->FL,14,0,15
97,CON->FL,15,0,15
97,CON->FL,16,0,15
97,CON->FL,17,0,15
97,CON->FL,18,0,15
97,CON->FL,19,19,15
97,CON->FL,20,0,15
98,NC->NC,1,0,17
98,NC->NC,2,0,17
98,NC->NC,3,0,17
98,NC->NC,4,0,17
98,NC->NC,5,0,17
98,NC->NC,6,0,17
98,NC->NC,7,0,17
98,NC->NC,8,0,17
98,NC->NC,9,0,17
98,NC->NC,10,0,17
98,NC->NC,11,0,17
98,NC->NC,12,0,17
98,NC->NC,13,0,17
98,NC->NC,14,0,17
98,NC->NC,15,0,17
98,NC->NC,16,0,17
98,NC->NC,17,0,17
98,NC->NC,18,0,17
98,NC->NC,19,0,17
98,NC->NC,20,0,17
99,NC->NC,1,0,18
99,NC->NC,2,0,18
99,NC->NC,3,0,18
99,NC->NC,4,0,18
99,NC->NC,5,22,18
99,NC->NC,6,0,18
99,NC->NC,7,31,18
99,NC->NC,8,0,18
99,NC->NC,9,0,18
99,NC->NC,10,0,18
99,NC->NC,11,0,18
99,NC->NC,12,0,18
99,NC->NC,13,0,18
99,NC->NC,14,0,18
99,NC->NC,15,0,18
99,NC->NC,16,0,18
99,NC->NC,17,0,18
99,NC->NC,18,0,18
99,NC->NC,19,22,18
99,NC->NC,20,0,18
100,FL->FL,1,0,17
100,FL->FL,2,0,17
100,FL->FL,3,0,17
100,FL->FL,4,0,17
100,FL->FL,5,0,17
100,FL->FL,6,0,17
100,FL->FL,7,0,17
100,FL->FL,8,0,17
100,FL->FL,9,0,17
100,FL->FL,10,0,17
100,FL->FL,11,0,17
100,FL->FL,12,0,17
100,FL->FL,13,0,17
100,FL->FL,14,0,17
100,FL->FL,15,0,17
100,FL->FL,16,0,17
100,FL->FL,17,19,17
100,FL->FL,18,32,17
100,FL->FL,19,0,17
100,FL->FL,20,0,17
101,NC->FL,1,37,19
101,NC->FL,2,0,19
101,NC->FL,3,0,19
101,NC->FL,4,0,19
101,NC->FL,5,0,19
101,NC->FL,6,0,19
101,NC->FL,7,0,19
101,NC->FL,8,0,19
101,NC->FL,9,27,19
101,NC->FL,10,0,19
101,NC->FL,11,0,19
101,NC->FL,12,0,19
101,NC->FL,13,0,19
101,NC->FL,14,0,19
101,NC->FL,15,0,19
101,NC->FL,16,0,19
101,NC->FL,17,0,19
101,NC->FL,18,0,19
101,NC->FL,19,0,19
101,NC->FL,20,0,19
102,FL->NC,1,0,16
102,FL->NC,2,0,16
102,FL->NC,3,0,16
102,FL->NC,4,0,16
102,FL->NC,5,0,16
102,FL->NC,6,0,16
102,FL->NC,7,0,16
102,FL->NC,8,0,16
102,FL->NC,9,0,16
102,FL->NC,10,0,16
102,FL->NC,11,0,16
102,FL->NC,12,0,16
102,FL->NC,13,0,16
102,FL->NC,14,0,16
102,FL->NC,15,0,16
102,FL->NC,16,0,16
102,FL->NC,17,0,16
102,FL->NC,18,0,16
102,FL->NC,19,0,16
102,FL->NC,20,0,16
103,CON->FL,1,0,16
103,CON->FL,2,0,16
103,CON->FL,3,0,16
103,CON->FL,4,0,16
103,CON->FL,5,0,16
103,CON->FL,6,0,16
103,CON->FL,7,0,16
103,CON->FL,8,0,16
103,CON->FL,9,0,16
103,CON->FL,10,0,16
103,CON->FL,11,0,16
103,CON->FL,12,0,16
103,CON->FL,13,0,16
103,CON->FL,14,0,16
103,CON->FL,15,0,16
103,CON->FL,16,0,16
103,CON->FL,17,0,16
103,CON->FL,18,0,16
103,CON->FL,19,0,16
103,CON->FL,20,0,16
104,CON->FL,1,0,17
104,CON->FL,2,0,17
104,CON->FL,3,0,17
104,CON->FL,4,0,17
104,CON->FL,5,0,17
104,CON->FL,6,0,17
104,CON->FL,7,0,17
104,CON->FL,8,0,17
104,CON->FL,9,0,17
104,CON->FL,10,0,17
104,CON->FL,11,0,17
104,CON->FL,12,0,17
104,CON->FL,13,0,17
104,CON->FL,14,0,17
104,CON->FL,15,0,17
104,CON->FL,16,0,17
104,CON->FL,17,0,17
104,CON->FL,18,0,17
104,CON->FL,19,0,17
104,CON->FL,20,0,17
105,FL->NC,1,0,17
105,FL->NC,2,0,17
105,FL->NC,3,0,17
105,FL->NC,4,0,17
105,FL->NC,5,0,17
105,FL->NC,6,0,17
105,FL->NC,7,0,17
105,FL->NC,8,0,17
105,FL->NC,9,0,17
105,FL->NC,10,0,17
105,FL->NC,11,0,17
105,FL->NC,12,0,17
105,FL->NC,13,0,17
105,FL->NC,14,0,17
105,FL->NC,15,0,17
105,FL->NC,16,0,17
105,FL->NC,17,0,17
105,FL->NC,18,0,17
105,FL->NC,19,0,17
105,FL->NC,20,0,17
106,CON->NC,1,0,18
106,CON->NC,2,0,18
106,CON->NC,3,0,18
106,CON->NC,4,0,18
106,CON->NC,5,30,18
106,CON->NC,6,0,18
106,CON->NC,7,0,18
106,CON->NC,8,0,18
106,CON->NC,9,0,18
106,CON->NC,10,0,18
106,CON->NC,11,32,18
106,CON->NC,12,0,18
106,CON->NC,13,0,18
106,CON->NC,14,0,18
106,CON->NC,15,0,18
106,CON->NC,16,0,18
106,CON->NC,17,0,18
106,CON->NC,18,0,18
106,CON->NC,19,0,18
106,CON->NC,20,0,18
107,CON->FL,1,0,18
107,CON->FL,2,0,18
107,CON->FL,3,0,18
107,CON->FL,4,0,18
107,CON->FL,5,0,18
107,CON->FL,6,0,18
107,CON->FL,7,12,18
107,CON->FL,8,0,18
107,CON->FL,9,0,18
107,CON->FL,10,0,18
107,CON->FL,11,13,18
107,CON->FL,12,0,18
107,CON->FL,13,0,18
107,CON->FL,14,0,18
107,CON->FL,15,0,18
107,CON->FL,16,0,18
107,CON->FL,17,0,18
107,CON->FL,18,0,18
107,CON->FL,19,0,18
107,CON->FL,20,0,18
108,CON->FL,1,0,19
108,CON->FL,2,0,19
108,CON->FL,3,0,19
108,CON->FL,4,0,19
108,CON->FL,5,0,19
108,CON->FL,6,0,19
108,CON->FL,7,0,19
108,CON->FL,8,0,19
108,CON->FL,9,0,19
108,CON->FL,10,0,19
108,CON->FL,11,0,19
108,CON->FL,12,0,19
108,CON->FL,13,0,19
108,CON->FL,14,0,19
108,CON->FL,15,0,19
108,CON->FL,16,0,19
108,CON->FL,17,0,19
108,CON->FL,18,0,19
108,CON->FL,19,0,19
108,CON->FL,20,0,19
109,CON->NC,1,0,19
109,CON->NC,2,0,19
109,CON->NC,3,0,19
109,CON->NC,4,0,19
109,CON->NC,5,0,19
109,CON->NC,6,0,19
109,CON->NC,7,0,19
109,CON->NC,8,0,19
109,CON->NC,9,0,19
109,CON->NC,10,0,19
109,CON->NC,11,0,19
109,CON->NC,12,0,19
109,CON->NC,13,0,19
109,CON->NC,14,0,19
109,CON->NC,15,0,19
109,CON->NC,16,0,19
109,CON->NC,17,0,19
109,CON->NC,18,0,19
109,CON->NC,19,0,19
109,CON->NC,20,0,19
110,CON->NC,1,36,20
110,CON->NC,2,0,20
110,CON->NC,3,0,20
110,CON->NC,4,0,20
110,CON->NC,5,37,20
110,CON->NC,6,0,20
110,CON->NC,7,0,20
110,CON->NC,8,0,20
110,CON->NC,9,0,20
110,CON->NC,10,0,20
110,CON->NC,11,0,20
110,CON->NC,12,0,20
110,CON->NC,13,0,20
110,CON->NC,14,0,20
110,CON->NC,15,0,20
110,CON->NC,16,0,20
110,CON->NC,17,0,20
110,CON->NC,18,0,20
110,CON->NC,19,31,20
110,CON->NC,20,0,20
111,NC->NC,1,0,19
111,NC->NC,2,0,19
111,NC->NC,3,22,19
111,NC->NC,4,0,19
111,NC->NC,5,0,19
111,NC->NC,6,0,19
111,NC->NC,7,0,19
111,NC->NC,8,0,19
111,NC->NC,9,0,19
111,NC->NC,10,0,19
111,NC->NC,11,0,19
111,NC->NC,12,0,19
111,NC->NC,13,0,19
111,NC->NC,14,0,19
111,NC->NC,15,22,19
111,NC->NC,16,0,19
111,NC->NC,17,0,19
111,NC->NC,18,0,19
111,NC->NC,19,0,19
111,NC->NC,20,0,19
112,NC->NC,1,0,20
112,NC->NC,2,0,20
112,NC->NC,3,0,20
112,NC->NC,4,0,20
112,NC->NC,5,0,20
112,NC->NC,6,0,20
112,NC->NC,7,0,20
112,NC->NC,8,0,20
112,NC->NC,9,19,20
112,NC->NC,10,0,20
112,NC->NC,11,0,20
112,NC->NC,12,0,20
112,NC->NC,13,36,20
112,NC->NC,14,0,20
112,NC->NC,15,0,20
112,NC->NC,16,0,20
112,NC->NC,17,0,20
112,NC->NC,18,0,20
112,NC->NC,19,0,20
112,NC->NC,20,0,20
113,FL->FL,1,0,18
113,FL->FL,2,0,18
113,FL->FL,3,0,18
113,FL->FL,4,0,18
113,FL->FL,5,0,18
113,FL->FL,6,0,18
113,FL->FL,7,0,18
113,FL->FL,8,0,18
113,FL->FL,9,0,18
113,FL->FL,10,0,18
113,FL->FL,11,0,18
113,FL->FL,12,0,18
113,FL->FL,13,0,18
113,FL->FL,14,0,18
113,FL->FL,15,0,18
113,FL->FL,16,0,18
113,FL->FL,17,13,18
113,FL->FL,18,0,18
113,FL->FL,19,0,18
113,FL->FL,20,0,18
114,CON->FL,1,0,20
114,CON->FL,2,0,20
114,CON->FL,3,19,20
114,CON->FL,4,0,20
114,CON->FL,5,0,20
114,CON->FL,6,0,20
114,CON->FL,7,26,20
114,CON->FL,8,0,20
114,CON->FL,9,0,20
114,CON->FL,10,0,20
114,CON->FL,11,0,20
114,CON->FL,12,0,20
114,CON->FL,13,22,20
114,CON->FL,14,0,20
114,CON->FL,15,0,20
114,CON->FL,16,0,20
114,CON->FL,17,19,20
114,CON->FL,18,0,20
114,CON->FL,19,39,20
114,CON->FL,20,0,20
115,FL->NC,1,0,18
115,FL->NC,2,0,18
115,FL->NC,3,0,18
115,FL->NC,4,0,18
115,FL->NC,5,0,18
115,FL->NC,6,0,18
115,FL->NC,7,20,18
115,FL->NC,8,0,18
115,FL->NC,9,22,18
115,FL->NC,10,0,18
115,FL->NC,11,0,18
115,FL->NC,12,0,18
115,FL->NC,13,0,18
115,FL->NC,14,0,18
115,FL->NC,15,22,18
115,FL->NC,16,0,18
115,FL->NC,17,22,18
115,FL->NC,18,0,18
115,FL->NC,19,0,18
115,FL->NC,20,0,18
116,FL->NC,1,24,19
116,FL->NC,2,0,19
116,FL->NC,3,19,19
116,FL->NC,4,0,19
116,FL->NC,5,0,19
116,FL->NC,6,0,19
116,FL->NC,7,0,19
116,FL->NC,8,0,19
116,FL->NC,9,27,19
116,FL->NC,10,0,19
116,FL->NC,11,0,19
116,FL->NC,12,0,19
116,FL->NC,13,0,19
116,FL->NC,14,0,19
116,FL->NC,15,0,19
116,FL->NC,16,0,19
116,FL->NC,17,0,19
116,FL->NC,18,0,19
116,FL->NC,19,26,19
116,FL->NC,20,0,19
117,FL->FL,1,0,19
117,FL->FL,2,0,19
117,FL->FL,3,0,19
117,FL->FL,4,0,19
117,FL->FL,5,0,19
117,FL->FL,6,0,19
117,FL->FL,7,0,19
117,FL->FL,8,0,19
117,FL->FL,9,0,19
117,FL->FL,10,0,19
117,FL->FL,11,0,19
117,FL->FL,12,0,19
117,FL->FL,13,0,19
117,FL->FL,14,0,19
117,FL->FL,15,0,19
117,FL->FL,16,0,19
117,FL->FL,17,0,19
117,FL->FL,18,0,19
117,FL->FL,19,0,19
117,FL->FL,20,0,19
118,NC->FL,1,0,20
118,NC->FL,2,0,20
118,NC->FL,3,0,20
118,NC->FL,4,0,20
118,NC->FL,5,0,20
118,NC->FL,6,0,20
118,NC->FL,7,0,20
118,NC->FL,8,0,20
118,NC->FL,9,0,20
118,NC->FL,10,0,20
118,NC->FL,11,0,20
118,NC->FL,12,0,20
118,NC->FL,13,0,20
118,NC->FL,14,0,20
118,NC->FL,15,0,20
118,NC->FL,16,0,20
118,NC->FL,17,0,20
118,NC->FL,18,0,20
118,NC->FL,19,0,20
118,NC->FL,20,0,20
119,FL->FL,1,0,20
119,FL->FL,2,0,20
119,FL->FL,3,0,20
119,FL->FL,4,0,20
119,FL->FL,5,0,20
119,FL->FL,6,0,20
119,FL->FL,7,0,20
119,FL->FL,8,0,20
119,FL->FL,9,0,20
119,FL->FL,10,0,20
119,FL->FL,11,0,20
119,FL->FL,12,0,20
119,FL->FL,13,0,20
119,FL->FL,14,0,20
119,FL->FL,15,0,20
119,FL->FL,16,0,20
119,FL->FL,17,0,20
119,FL->FL,18,0,20
119,FL->FL,19,19,20
119,FL->FL,20,0,20
120,FL->NC,1,0,20
120,FL->NC,2,0,20
120,FL->NC,3,13,20
120,FL->NC,4,0,20
120,FL->NC,5,0,20
120,FL->NC,6,0,20
120,FL->NC,7,19,20
120,FL->NC,8,0,20
120,FL->NC,9,26,20
120,FL->NC,10,27,20
120,FL->NC,11,0,20
120,FL->NC,12,0,20
120,FL->NC,13,22,20
120,FL->NC,14,0,20
120,FL->NC,15,0,20
120,FL->NC,16,0,20
120,FL->NC,17,0,20
120,FL->NC,18,0,20
120,FL->NC,19,0,20
120,FL->NC,20,0,20
